0.067182,-0.093637,0.0067675,-0.11533,0.020745,0.012797,-0.24993,-0.086235,0.1578,0.15711,-0.21103,0.13492,-0.088981,-0.31016,0.15509,0.043469,-0.0031621,0.15749,-0.041001,0.0059761,0.11222,0.003201,-0.17392,-0.065046,0.0030173,-0.18458,-0.079829,-0.0044439,0.12256,0.034518,-0.09751,-0.13333,0.22346,-0.043326,0.078124,-0.064996,-0.022498,-0.011362,-0.10608,-0.0019956,0.025331,0.16934,0.22431,-0.094544,-0.32579,0.2359,0.065053,0.11707,-0.030857,-0.059985,0.17029,-0.27308,-0.1016,-0.10411,-0.0724,0.0014487,-0.032056,0.11203,-0.024804,0.020012,0.039218,0.093347,0.024817,0.02419
0.013245,-0.15817,-0.0021569,-0.090996,0.015796,0.026962,-0.28696,-0.064671,0.17071,0.11443,-0.13897,0.15823,-0.11718,-0.20155,0.18671,-0.019528,-0.048782,0.23175,-0.10258,0.063663,0.12762,-0.084305,-0.2036,-0.03521,0.0047312,-0.20276,0.072808,0.096454,0.19132,0.064545,-0.090075,-0.11187,0.21126,-0.026661,-0.0075751,-0.14921,0.038736,-0.026122,0.01544,-0.0069114,-0.073546,0.20518,0.20553,-0.18553,-0.20746,0.15071,-0.004657,0.13362,0.10687,0.054787,0.055007,-0.18947,-0.12159,0.049134,-0.12287,0.059636,0.064787,0.057866,-0.080199,0.055287,0.1001,0.19601,0.11236,0.06105
0.069078,-0.2084,0.039537,-0.079639,0.057249,0.043353,-0.15594,0.021077,0.25448,0.10495,-0.27196,0.19558,-0.083916,-0.21802,0.11439,-0.01376,-0.06971,0.20805,-0.12222,0.038921,0.050689,-0.063964,-0.1772,-0.050798,-0.049713,-0.064915,-0.029385,0.15621,0.10535,-0.0050902,-0.069885,-0.04519,0.24283,-0.06653,0.023042,0.010673,-0.023724,0.070368,-0.062534,0.025559,-0.13008,0.14303,0.12558,-0.2006,-0.19908,0.050695,-0.17998,0.095423,-0.043648,0.0016402,0.10992,-0.32147,0.029997,0.092854,0.021187,-0.0096176,0.092876,0.069495,-0.011728,-0.085209,-0.061849,-0.14202,0.20791,0.19035
0.041863,-0.051449,-0.02599,-0.097063,0.010834,0.052788,-0.035133,0.0031988,0.13291,0.053971,-0.12412,0.13489,0.071326,-0.3451,0.036008,-0.14729,-0.11258,0.041874,0.028805,0.18621,0.25099,-0.16618,-0.26988,0.069462,0.17264,-0.096153,0.079649,-0.0083372,0.18132,0.10603,-0.030895,-0.15025,0.066992,0.0083838,0.09074,-0.084506,0.018152,-0.016451,-0.11444,0.046012,0.060968,-0.15327,0.096243,-0.12708,-0.36631,0.21752,0.19035,0.11587,-0.060652,-0.053245,0.017996,-0.16246,-0.17178,-0.046945,-0.092742,-0.07003,-0.20511,0.052049,0.036073,-0.015403,0.043567,-0.0013709,0.044521,-0.022836
0.0044078,-0.065815,-0.048539,-0.091109,-0.039436,-0.00024486,-0.028357,-0.012509,0.14006,0.083808,-0.12365,0.16798,0.094542,-0.27304,0.032904,-0.1778,-0.15125,0.12051,-0.075024,0.11856,0.19597,-0.1785,-0.26793,0.038604,0.13567,-0.096618,0.13717,-0.086816,0.15717,0.17546,0.026004,-0.09048,0.14397,0.035489,0.077276,-0.15176,0.092292,0.0080752,-0.073511,0.12042,0.18406,-0.15059,0.069304,-0.10626,-0.21571,0.26291,0.13776,0.1729,-0.052889,-0.060275,-0.043014,-0.26455,-0.11078,0.080368,-0.10646,0.0093918,-0.16966,-0.0038075,-0.01394,-0.01431,0.07699,0.099232,0.015454,-0.082394
-0.010861,-0.11373,-0.019244,-0.10726,-0.11705,0.11307,-0.061933,-0.071468,0.15872,0.084277,-0.079393,0.17912,-0.045241,-0.2539,0.10629,-0.061753,-0.12509,0.064623,-0.19937,0.045479,0.20086,-0.16132,-0.28825,0.038142,0.043288,-0.16998,0.054359,-0.11026,0.10914,0.082354,-0.055627,-0.083503,0.15806,0.017542,-0.0416,-0.20865,0.090337,0.0089801,0.0051403,0.046151,0.25095,-0.11281,0.085807,-0.11771,-0.17688,0.19452,0.21629,0.055433,-0.0028995,-0.033895,0.048899,-0.26423,-0.20489,0.11974,-0.11113,0.032099,-0.12876,-0.0032195,-0.13003,-0.021128,-0.0056774,0.083388,-0.034526,-0.13456
0.013014,-0.085486,-0.041209,-0.064422,-0.14278,0.089865,-0.028234,-0.050947,0.17573,0.18433,-0.090305,0.13298,-0.0083999,-0.19698,0.096267,-0.018057,-0.063249,0.075115,-0.19065,0.062948,0.17777,-0.20508,-0.17721,0.04109,0.050089,-0.17321,0.062927,-0.059204,0.13145,0.14766,-0.063039,-0.19509,0.26768,-0.0072411,0.038549,-0.20838,-0.021286,0.13397,-0.054966,-0.0084062,0.21879,-0.027183,0.068172,-0.18146,-0.17088,0.22895,0.19138,0.23212,-0.015242,-0.010144,-0.035852,-0.21887,-0.10436,0.053928,-0.07121,0.068837,-0.12166,0.00037943,-0.15299,0.0026827,0.10138,0.052823,-0.1004,-0.083394
-0.016825,-0.12,-0.021446,-0.054437,-0.11256,0.047976,-0.016208,-0.030507,0.17562,0.13412,-0.11667,0.17884,0.029432,-0.31037,0.10752,-0.063054,-0.038779,0.076546,-0.20311,0.11039,0.2113,-0.085298,-0.20871,0.03023,0.041977,-0.16791,0.053643,-0.16492,0.1396,0.16884,-0.052442,-0.12064,0.18557,-0.066375,0.11501,-0.24484,0.054861,0.071598,-0.034998,0.037396,0.13498,0.014355,-0.060019,-0.1516,-0.20838,0.23877,0.17161,0.18024,0.03165,-0.042014,0.0098713,-0.2141,-0.077395,0.063331,-0.01884,0.085279,-0.13743,0.023514,-0.12551,0.0046868,0.15303,0.13202,0.026176,-0.052989
0.019215,-0.14383,-0.01091,-0.0689,-0.082816,0.059315,-0.011492,0.00037179,0.24831,0.11943,-0.17482,0.14696,-0.063078,-0.33068,0.10643,-0.065495,-0.067004,0.087097,-0.14679,0.087043,0.13629,-0.13837,-0.2576,0.016964,-0.005363,-0.14149,-0.08441,-0.16671,0.10793,0.14405,0.028768,-0.14607,0.12867,-0.026663,0.095265,-0.1452,-0.023258,-0.0060048,0.0035684,0.065879,0.12519,-0.078793,0.021788,-0.15894,-0.34596,0.146,0.22257,0.11943,-0.10591,-0.0055152,0.092362,-0.2419,-0.069141,-0.027605,-0.048805,0.026491,-0.10641,0.023892,-0.070286,0.063365,0.12884,0.087903,0.094543,-0.075104
2.4154e-05,-0.10991,-0.05522,-0.081193,-0.13561,0.097967,-0.069943,-0.046289,0.20023,0.1428,-0.19247,0.15347,-0.020101,-0.29116,0.050093,-0.082441,-0.11443,0.057794,-0.14258,0.10574,0.18058,-0.15309,-0.22641,0.058972,0.047387,-0.12402,-0.065798,-0.10305,0.14019,0.13587,-0.098245,-0.16677,0.16583,-0.043232,0.1246,-0.21055,0.12732,0.072788,-0.042793,0.036581,0.13995,-0.037491,0.053885,-0.1514,-0.25137,0.13166,0.13998,0.14719,-0.040252,-0.022064,-0.031607,-0.27341,-0.093523,0.022369,-0.062888,0.0047264,-0.086038,-0.014675,-0.18107,0.1305,0.11697,0.098539,0.016602,-0.078225
